date,store_total,FOODS,HOBBIES
2016-03-06,6829,4435,826
2016-03-07,4393,2977,470
2016-03-08,3930,2688,455
2016-03-09,3672,2493,464
2016-03-10,3877,2511,565
2016-03-11,4049,2835,364
2016-03-12,5933,3773,743
2016-03-13,5446,3596,597
2016-03-14,4190,2775,461
2016-03-15,3457,2203,431
2016-03-16,3587,2362,472
2016-03-17,3329,2211,335
2016-03-18,4285,2749,585
2016-03-19,5659,3725,612
2016-03-20,6197,4240,493
2016-03-21,4242,2766,532
2016-03-22,3776,2598,440
2016-03-23,3770,2554,454
2016-03-24,3970,2681,474
2016-03-25,4904,3421,446
2016-03-26,6139,4251,610
2016-03-27,4669,3366,369
